api_id,module_id,package,class_name,method_name,api_type,priority,android_api_level,description_cn,harmony_mapping,mapping_difficulty,estimated_hours,adapter_project,status,notes
P4-1058,M99,android.service.quicksettings,Tile,CREATOR,field,P4,,,,,,TBD,scraped,
P4-1059,M99,android.service.quicksettings,Tile,STATE_ACTIVE,field,P4,,,,,,TBD,scraped,
P4-1060,M99,android.service.quicksettings,Tile,STATE_INACTIVE,field,P4,,,,,,TBD,scraped,
P4-1061,M99,android.service.quicksettings,Tile,STATE_UNAVAILABLE,field,P4,,,,,,TBD,scraped,
P4-1062,M99,android.service.quicksettings,TileService,<init>,ctor,P4,,,,,,TBD,scraped,
P4-1063,M99,android.service.quicksettings,TileService,getQsTile,method,P4,,,,,,TBD,scraped,
P4-1064,M99,android.service.quicksettings,TileService,isLocked,method,P4,,,,,,TBD,scraped,
P4-1065,M99,android.service.quicksettings,TileService,isSecure,method,P4,,,,,,TBD,scraped,
P4-1066,M99,android.service.quicksettings,TileService,onBind,method,P4,,,,,,TBD,scraped,
P4-1067,M99,android.service.quicksettings,TileService,onClick,method,P4,,,,,,TBD,scraped,
P4-1068,M99,android.service.quicksettings,TileService,onStartListening,method,P4,,,,,,TBD,scraped,
P4-1069,M99,android.service.quicksettings,TileService,onStopListening,method,P4,,,,,,TBD,scraped,
P4-1070,M99,android.service.quicksettings,TileService,onTileAdded,method,P4,,,,,,TBD,scraped,
P4-1071,M99,android.service.quicksettings,TileService,onTileRemoved,method,P4,,,,,,TBD,scraped,
P4-1072,M99,android.service.quicksettings,TileService,requestListeningState,method,P4,,,,,,TBD,scraped,
P4-1073,M99,android.service.quicksettings,TileService,showDialog,method,P4,,,,,,TBD,scraped,
P4-1074,M99,android.service.quicksettings,TileService,startActivityAndCollapse,method,P4,,,,,,TBD,scraped,
P4-1075,M99,android.service.quicksettings,TileService,startActivityAndCollapse,method,P4,,,,,,TBD,scraped,
P4-1076,M99,android.service.quicksettings,TileService,unlockAndRun,method,P4,,,,,,TBD,scraped,
P4-1077,M99,android.service.quicksettings,TileService,ACTION_QS_TILE,field,P4,,,,,,TBD,scraped,
P4-1078,M99,android.service.quicksettings,TileService,ACTION_QS_TILE_PREFERENCES,field,P4,,,,,,TBD,scraped,
P4-1079,M99,android.service.quicksettings,TileService,META_DATA_ACTIVE_TILE,field,P4,,,,,,TBD,scraped,
P4-1080,M99,android.service.quicksettings,TileService,META_DATA_TOGGLEABLE_TILE,field,P4,,,,,,TBD,scraped,
P4-1081,M99,android.service.restrictions,RestrictionsReceiver,<init>,ctor,P4,,,,,,TBD,scraped,
P4-1082,M99,android.service.restrictions,RestrictionsReceiver,onReceive,method,P4,,,,,,TBD,scraped,
P4-1083,M99,android.service.restrictions,RestrictionsReceiver,onRequestPermission,method,P4,,,,,,TBD,scraped,
P4-1084,M99,android.service.textservice,SpellCheckerService,<init>,ctor,P4,,,,,,TBD,scraped,
P4-1085,M99,android.service.textservice,SpellCheckerService,createSession,method,P4,,,,,,TBD,scraped,
P4-1086,M99,android.service.textservice,SpellCheckerService,onBind,method,P4,,,,,,TBD,scraped,
P4-1087,M99,android.service.textservice,SpellCheckerService,SERVICE_INTERFACE,field,P4,,,,,,TBD,scraped,
P4-1088,M99,android.service.voice,VisibleActivityInfo,describeContents,method,P4,,,,,,TBD,scraped,
P4-1089,M99,android.service.voice,VisibleActivityInfo,getActivityId,method,P4,,,,,,TBD,scraped,
P4-1090,M99,android.service.voice,VisibleActivityInfo,writeToParcel,method,P4,,,,,,TBD,scraped,
P4-1091,M99,android.service.voice,VisibleActivityInfo,CREATOR,field,P4,,,,,,TBD,scraped,
P4-1092,M99,android.service.voice,VoiceInteractionService,<init>,ctor,P4,,,,,,TBD,scraped,
P4-1093,M99,android.service.voice,VoiceInteractionService,getDisabledShowContext,method,P4,,,,,,TBD,scraped,
P4-1094,M99,android.service.voice,VoiceInteractionService,isActiveService,method,P4,,,,,,TBD,scraped,
P4-1095,M99,android.service.voice,VoiceInteractionService,onBind,method,P4,,,,,,TBD,scraped,
P4-1096,M99,android.service.voice,VoiceInteractionService,onGetSupportedVoiceActions,method,P4,,,,,,TBD,scraped,
P4-1097,M99,android.service.voice,VoiceInteractionService,onLaunchVoiceAssistFromKeyguard,method,P4,,,,,,TBD,scraped,
P4-1098,M99,android.service.voice,VoiceInteractionService,onPrepareToShowSession,method,P4,,,,,,TBD,scraped,
P4-1099,M99,android.service.voice,VoiceInteractionService,onReady,method,P4,,,,,,TBD,scraped,
P4-1100,M99,android.service.voice,VoiceInteractionService,onShowSessionFailed,method,P4,,,,,,TBD,scraped,
P4-1101,M99,android.service.voice,VoiceInteractionService,onShutdown,method,P4,,,,,,TBD,scraped,
P4-1102,M99,android.service.voice,VoiceInteractionService,setDisabledShowContext,method,P4,,,,,,TBD,scraped,
P4-1103,M99,android.service.voice,VoiceInteractionService,setUiHints,method,P4,,,,,,TBD,scraped,
P4-1104,M99,android.service.voice,VoiceInteractionService,showSession,method,P4,,,,,,TBD,scraped,
P4-1105,M99,android.service.voice,VoiceInteractionService,SERVICE_INTERFACE,field,P4,,,,,,TBD,scraped,
P4-1106,M99,android.service.voice,VoiceInteractionService,SERVICE_META_DATA,field,P4,,,,,,TBD,scraped,
P4-1107,M99,android.service.voice,VoiceInteractionSession,<init>,ctor,P4,,,,,,TBD,scraped,
P4-1108,M99,android.service.voice,VoiceInteractionSession,<init>,ctor,P4,,,,,,TBD,scraped,
P4-1109,M99,android.service.voice,VoiceInteractionSession,closeSystemDialogs,method,P4,,,,,,TBD,scraped,
P4-1110,M99,android.service.voice,VoiceInteractionSession,dump,method,P4,,,,,,TBD,scraped,
P4-1111,M99,android.service.voice,VoiceInteractionSession,finish,method,P4,,,,,,TBD,scraped,
P4-1112,M99,android.service.voice,VoiceInteractionSession,getContext,method,P4,,,,,,TBD,scraped,
P4-1113,M99,android.service.voice,VoiceInteractionSession,getDisabledShowContext,method,P4,,,,,,TBD,scraped,
P4-1114,M99,android.service.voice,VoiceInteractionSession,getLayoutInflater,method,P4,,,,,,TBD,scraped,
P4-1115,M99,android.service.voice,VoiceInteractionSession,getUserDisabledShowContext,method,P4,,,,,,TBD,scraped,
P4-1116,M99,android.service.voice,VoiceInteractionSession,getWindow,method,P4,,,,,,TBD,scraped,
P4-1117,M99,android.service.voice,VoiceInteractionSession,hide,method,P4,,,,,,TBD,scraped,
P4-1118,M99,android.service.voice,VoiceInteractionSession,onAssistStructureFailure,method,P4,,,,,,TBD,scraped,
P4-1119,M99,android.service.voice,VoiceInteractionSession,onBackPressed,method,P4,,,,,,TBD,scraped,
P4-1120,M99,android.service.voice,VoiceInteractionSession,onCancelRequest,method,P4,,,,,,TBD,scraped,
P4-1121,M99,android.service.voice,VoiceInteractionSession,onCloseSystemDialogs,method,P4,,,,,,TBD,scraped,
P4-1122,M99,android.service.voice,VoiceInteractionSession,onComputeInsets,method,P4,,,,,,TBD,scraped,
P4-1123,M99,android.service.voice,VoiceInteractionSession,onConfigurationChanged,method,P4,,,,,,TBD,scraped,
P4-1124,M99,android.service.voice,VoiceInteractionSession,onCreate,method,P4,,,,,,TBD,scraped,
P4-1125,M99,android.service.voice,VoiceInteractionSession,onCreateContentView,method,P4,,,,,,TBD,scraped,
P4-1126,M99,android.service.voice,VoiceInteractionSession,onDestroy,method,P4,,,,,,TBD,scraped,
P4-1127,M99,android.service.voice,VoiceInteractionSession,onDirectActionsInvalidated,method,P4,,,,,,TBD,scraped,
P4-1128,M99,android.service.voice,VoiceInteractionSession,onGetSupportedCommands,method,P4,,,,,,TBD,scraped,
P4-1129,M99,android.service.voice,VoiceInteractionSession,onHandleAssist,method,P4,,,,,,TBD,scraped,
P4-1130,M99,android.service.voice,VoiceInteractionSession,onHandleAssist,method,P4,,,,,,TBD,scraped,
P4-1131,M99,android.service.voice,VoiceInteractionSession,onHandleAssistSecondary,method,P4,,,,,,TBD,scraped,
P4-1132,M99,android.service.voice,VoiceInteractionSession,onHandleScreenshot,method,P4,,,,,,TBD,scraped,
P4-1133,M99,android.service.voice,VoiceInteractionSession,onHide,method,P4,,,,,,TBD,scraped,
P4-1134,M99,android.service.voice,VoiceInteractionSession,onKeyDown,method,P4,,,,,,TBD,scraped,
P4-1135,M99,android.service.voice,VoiceInteractionSession,onKeyLongPress,method,P4,,,,,,TBD,scraped,
P4-1136,M99,android.service.voice,VoiceInteractionSession,onKeyMultiple,method,P4,,,,,,TBD,scraped,
P4-1137,M99,android.service.voice,VoiceInteractionSession,onKeyUp,method,P4,,,,,,TBD,scraped,
P4-1138,M99,android.service.voice,VoiceInteractionSession,onLockscreenShown,method,P4,,,,,,TBD,scraped,
P4-1139,M99,android.service.voice,VoiceInteractionSession,onLowMemory,method,P4,,,,,,TBD,scraped,
P4-1140,M99,android.service.voice,VoiceInteractionSession,onPrepareShow,method,P4,,,,,,TBD,scraped,
P4-1141,M99,android.service.voice,VoiceInteractionSession,onRequestAbortVoice,method,P4,,,,,,TBD,scraped,
P4-1142,M99,android.service.voice,VoiceInteractionSession,onRequestCommand,method,P4,,,,,,TBD,scraped,
P4-1143,M99,android.service.voice,VoiceInteractionSession,onRequestCompleteVoice,method,P4,,,,,,TBD,scraped,
P4-1144,M99,android.service.voice,VoiceInteractionSession,onRequestConfirmation,method,P4,,,,,,TBD,scraped,
P4-1145,M99,android.service.voice,VoiceInteractionSession,onRequestPickOption,method,P4,,,,,,TBD,scraped,
P4-1146,M99,android.service.voice,VoiceInteractionSession,onShow,method,P4,,,,,,TBD,scraped,
P4-1147,M99,android.service.voice,VoiceInteractionSession,onTaskFinished,method,P4,,,,,,TBD,scraped,
P4-1148,M99,android.service.voice,VoiceInteractionSession,onTaskStarted,method,P4,,,,,,TBD,scraped,
P4-1149,M99,android.service.voice,VoiceInteractionSession,onTrimMemory,method,P4,,,,,,TBD,scraped,
P4-1150,M99,android.service.voice,VoiceInteractionSession,performDirectAction,method,P4,,,,,,TBD,scraped,
P4-1151,M99,android.service.voice,VoiceInteractionSession,registerVisibleActivityCallback,method,P4,,,,,,TBD,scraped,
P4-1152,M99,android.service.voice,VoiceInteractionSession,requestDirectActions,method,P4,,,,,,TBD,scraped,
P4-1153,M99,android.service.voice,VoiceInteractionSession,setContentView,method,P4,,,,,,TBD,scraped,
P4-1154,M99,android.service.voice,VoiceInteractionSession,setDisabledShowContext,method,P4,,,,,,TBD,scraped,
P4-1155,M99,android.service.voice,VoiceInteractionSession,setKeepAwake,method,P4,,,,,,TBD,scraped,
P4-1156,M99,android.service.voice,VoiceInteractionSession,setTheme,method,P4,,,,,,TBD,scraped,
P4-1157,M99,android.service.voice,VoiceInteractionSession,setUiEnabled,method,P4,,,,,,TBD,scraped,
P4-1158,M99,android.service.voice,VoiceInteractionSession,show,method,P4,,,,,,TBD,scraped,
P4-1159,M99,android.service.voice,VoiceInteractionSession,startAssistantActivity,method,P4,,,,,,TBD,scraped,
P4-1160,M99,android.service.voice,VoiceInteractionSession,startAssistantActivity,method,P4,,,,,,TBD,scraped,
P4-1161,M99,android.service.voice,VoiceInteractionSession,startVoiceActivity,method,P4,,,,,,TBD,scraped,
P4-1162,M99,android.service.voice,VoiceInteractionSession,unregisterVisibleActivityCallback,method,P4,,,,,,TBD,scraped,
P4-1163,M99,android.service.voice,VoiceInteractionSession,KEY_SHOW_SESSION_ID,field,P4,,,,,,TBD,scraped,
P4-1164,M99,android.service.voice,VoiceInteractionSession,SHOW_SOURCE_ACTIVITY,field,P4,,,,,,TBD,scraped,
P4-1165,M99,android.service.voice,VoiceInteractionSession,SHOW_SOURCE_APPLICATION,field,P4,,,,,,TBD,scraped,
P4-1166,M99,android.service.voice,VoiceInteractionSession,SHOW_SOURCE_ASSIST_GESTURE,field,P4,,,,,,TBD,scraped,
P4-1167,M99,android.service.voice,VoiceInteractionSession,SHOW_SOURCE_AUTOMOTIVE_SYSTEM_UI,field,P4,,,,,,TBD,scraped,
P4-1168,M99,android.service.voice,VoiceInteractionSession,SHOW_SOURCE_NOTIFICATION,field,P4,,,,,,TBD,scraped,
P4-1169,M99,android.service.voice,VoiceInteractionSession,SHOW_SOURCE_PUSH_TO_TALK,field,P4,,,,,,TBD,scraped,
P4-1170,M99,android.service.voice,VoiceInteractionSession,SHOW_WITH_ASSIST,field,P4,,,,,,TBD,scraped,
P4-1171,M99,android.service.voice,VoiceInteractionSession,SHOW_WITH_SCREENSHOT,field,P4,,,,,,TBD,scraped,
P4-1172,M99,android.service.vr,VrListenerService,<init>,ctor,P4,,,,,,TBD,scraped,
P4-1173,M99,android.service.vr,VrListenerService,isVrModePackageEnabled,method,P4,,,,,,TBD,scraped,
P4-1174,M99,android.service.vr,VrListenerService,onBind,method,P4,,,,,,TBD,scraped,
P4-1175,M99,android.service.vr,VrListenerService,onCurrentVrActivityChanged,method,P4,,,,,,TBD,scraped,
P4-1176,M99,android.service.vr,VrListenerService,SERVICE_INTERFACE,field,P4,,,,,,TBD,scraped,
P4-1177,M99,android.service.wallpaper,WallpaperService,<init>,ctor,P4,,,,,,TBD,scraped,
P4-1178,M99,android.service.wallpaper,WallpaperService,onBind,method,P4,,,,,,TBD,scraped,
P4-1179,M99,android.service.wallpaper,WallpaperService,onCreateEngine,method,P4,,,,,,TBD,scraped,
P4-1180,M99,android.service.wallpaper,WallpaperService,SERVICE_INTERFACE,field,P4,,,,,,TBD,scraped,
P4-1181,M99,android.service.wallpaper,WallpaperService,SERVICE_META_DATA,field,P4,,,,,,TBD,scraped,
P4-1182,M99,android.speech,AlternativeSpan,<init>,ctor,P4,,,,,,TBD,scraped,
P4-1183,M99,android.speech,AlternativeSpan,describeContents,method,P4,,,,,,TBD,scraped,
P4-1184,M99,android.speech,AlternativeSpan,getAlternatives,method,P4,,,,,,TBD,scraped,
P4-1185,M99,android.speech,AlternativeSpan,getEndPosition,method,P4,,,,,,TBD,scraped,
P4-1186,M99,android.speech,AlternativeSpan,getStartPosition,method,P4,,,,,,TBD,scraped,
P4-1187,M99,android.speech,AlternativeSpan,writeToParcel,method,P4,,,,,,TBD,scraped,
P4-1188,M99,android.speech,AlternativeSpan,CREATOR,field,P4,,,,,,TBD,scraped,
P4-1189,M99,android.speech,AlternativeSpans,<init>,ctor,P4,,,,,,TBD,scraped,
P4-1190,M99,android.speech,AlternativeSpans,describeContents,method,P4,,,,,,TBD,scraped,
P4-1191,M99,android.speech,AlternativeSpans,getSpans,method,P4,,,,,,TBD,scraped,
P4-1192,M99,android.speech,AlternativeSpans,writeToParcel,method,P4,,,,,,TBD,scraped,
P4-1193,M99,android.speech,AlternativeSpans,CREATOR,field,P4,,,,,,TBD,scraped,
P4-1194,M99,android.speech,ModelDownloadListener,onError,method,P4,,,,,,TBD,scraped,
P4-1195,M99,android.speech,ModelDownloadListener,onProgress,method,P4,,,,,,TBD,scraped,
P4-1196,M99,android.speech,ModelDownloadListener,onScheduled,method,P4,,,,,,TBD,scraped,
P4-1197,M99,android.speech,ModelDownloadListener,onSuccess,method,P4,,,,,,TBD,scraped,
P4-1198,M99,android.speech,RecognitionListener,onBeginningOfSpeech,method,P4,,,,,,TBD,scraped,
P4-1199,M99,android.speech,RecognitionListener,onBufferReceived,method,P4,,,,,,TBD,scraped,
P4-1200,M99,android.speech,RecognitionListener,onEndOfSegmentedSession,method,P4,,,,,,TBD,scraped,
P4-1201,M99,android.speech,RecognitionListener,onEndOfSpeech,method,P4,,,,,,TBD,scraped,
P4-1202,M99,android.speech,RecognitionListener,onError,method,P4,,,,,,TBD,scraped,
P4-1203,M99,android.speech,RecognitionListener,onEvent,method,P4,,,,,,TBD,scraped,
P4-1204,M99,android.speech,RecognitionListener,onLanguageDetection,method,P4,,,,,,TBD,scraped,
P4-1205,M99,android.speech,RecognitionListener,onPartialResults,method,P4,,,,,,TBD,scraped,
P4-1206,M99,android.speech,RecognitionListener,onReadyForSpeech,method,P4,,,,,,TBD,scraped,
P4-1207,M99,android.speech,RecognitionListener,onResults,method,P4,,,,,,TBD,scraped,
P4-1208,M99,android.speech,RecognitionListener,onRmsChanged,method,P4,,,,,,TBD,scraped,
P4-1209,M99,android.speech,RecognitionListener,onSegmentResults,method,P4,,,,,,TBD,scraped,
P4-1210,M99,android.speech,RecognitionPart,describeContents,method,P4,,,,,,TBD,scraped,
P4-1211,M99,android.speech,RecognitionPart,getConfidenceLevel,method,P4,,,,,,TBD,scraped,
P4-1212,M99,android.speech,RecognitionPart,getFormattedText,method,P4,,,,,,TBD,scraped,
P4-1213,M99,android.speech,RecognitionPart,getRawText,method,P4,,,,,,TBD,scraped,
P4-1214,M99,android.speech,RecognitionPart,getTimestampMillis,method,P4,,,,,,TBD,scraped,
P4-1215,M99,android.speech,RecognitionPart,writeToParcel,method,P4,,,,,,TBD,scraped,
P4-1216,M99,android.speech,RecognitionPart,CONFIDENCE_LEVEL_HIGH,field,P4,,,,,,TBD,scraped,
P4-1217,M99,android.speech,RecognitionPart,CONFIDENCE_LEVEL_LOW,field,P4,,,,,,TBD,scraped,
P4-1218,M99,android.speech,RecognitionPart,CONFIDENCE_LEVEL_MEDIUM,field,P4,,,,,,TBD,scraped,
P4-1219,M99,android.speech,RecognitionPart,CONFIDENCE_LEVEL_MEDIUM_HIGH,field,P4,,,,,,TBD,scraped,
P4-1220,M99,android.speech,RecognitionPart,CONFIDENCE_LEVEL_MEDIUM_LOW,field,P4,,,,,,TBD,scraped,
P4-1221,M99,android.speech,RecognitionPart,CONFIDENCE_LEVEL_UNKNOWN,field,P4,,,,,,TBD,scraped,
P4-1222,M99,android.speech,RecognitionPart,CREATOR,field,P4,,,,,,TBD,scraped,
P4-1223,M99,android.speech.tts,SynthesisCallback,audioAvailable,method,P4,,,,,,TBD,scraped,
P4-1224,M99,android.speech.tts,SynthesisCallback,done,method,P4,,,,,,TBD,scraped,
P4-1225,M99,android.speech.tts,SynthesisCallback,error,method,P4,,,,,,TBD,scraped,
P4-1226,M99,android.speech.tts,SynthesisCallback,error,method,P4,,,,,,TBD,scraped,
P4-1227,M99,android.speech.tts,SynthesisCallback,getMaxBufferSize,method,P4,,,,,,TBD,scraped,
P4-1228,M99,android.speech.tts,SynthesisCallback,hasFinished,method,P4,,,,,,TBD,scraped,
P4-1229,M99,android.speech.tts,SynthesisCallback,hasStarted,method,P4,,,,,,TBD,scraped,
P4-1230,M99,android.speech.tts,SynthesisCallback,rangeStart,method,P4,,,,,,TBD,scraped,
P4-1231,M99,android.speech.tts,SynthesisRequest,<init>,ctor,P4,,,,,,TBD,scraped,
P4-1232,M99,android.speech.tts,SynthesisRequest,<init>,ctor,P4,,,,,,TBD,scraped,
P4-1233,M99,android.speech.tts,SynthesisRequest,getCallerUid,method,P4,,,,,,TBD,scraped,
P4-1234,M99,android.speech.tts,SynthesisRequest,getCharSequenceText,method,P4,,,,,,TBD,scraped,
P4-1235,M99,android.speech.tts,SynthesisRequest,getCountry,method,P4,,,,,,TBD,scraped,
P4-1236,M99,android.speech.tts,SynthesisRequest,getLanguage,method,P4,,,,,,TBD,scraped,
P4-1237,M99,android.speech.tts,SynthesisRequest,getParams,method,P4,,,,,,TBD,scraped,
P4-1238,M99,android.speech.tts,SynthesisRequest,getPitch,method,P4,,,,,,TBD,scraped,
P4-1239,M99,android.speech.tts,SynthesisRequest,getSpeechRate,method,P4,,,,,,TBD,scraped,
P4-1240,M99,android.speech.tts,SynthesisRequest,getText,method,P4,,,,,,TBD,scraped,
P4-1241,M99,android.speech.tts,SynthesisRequest,getVariant,method,P4,,,,,,TBD,scraped,
P4-1242,M99,android.speech.tts,SynthesisRequest,getVoiceName,method,P4,,,,,,TBD,scraped,
P4-1243,M99,android.speech.tts,TextToSpeech,<init>,ctor,P4,,,,,,TBD,scraped,
P4-1244,M99,android.speech.tts,TextToSpeech,<init>,ctor,P4,,,,,,TBD,scraped,
P4-1245,M99,android.speech.tts,TextToSpeech,addEarcon,method,P4,,,,,,TBD,scraped,
P4-1246,M99,android.speech.tts,TextToSpeech,addEarcon,method,P4,,,,,,TBD,scraped,
P4-1247,M99,android.speech.tts,TextToSpeech,addEarcon,method,P4,,,,,,TBD,scraped,
P4-1248,M99,android.speech.tts,TextToSpeech,addEarcon,method,P4,,,,,,TBD,scraped,
P4-1249,M99,android.speech.tts,TextToSpeech,addSpeech,method,P4,,,,,,TBD,scraped,
P4-1250,M99,android.speech.tts,TextToSpeech,addSpeech,method,P4,,,,,,TBD,scraped,
